Cust_ID,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19
711013983,2,,,,,,,,,,,,,,,,,,
755420433,1,,,,,,,,,,,,,,,,,,
794543958,1,,,,,,,,,,,,,,,,,,
716396358,1,,,,,,,,,,,,,,,,,,
715398033,1,,,,,,,,,,,,,,,,,,
711743883,1,,,,,,,,,,,,,,,,,,
719720058,1,,,,,,,,,,,,,,,,,,
778992108,1,,,,,,,,,,,,,,,,,,
717539808,1,,,,,,,,,,,,,,,,,,
714070758,1,,,,,,,,,,,,,,,,,,
714107958,1,,,,,,,,,,,,,,,,,,
789140283,1,,,,,,,,,,,,,,,,,,
715550508,1,,,,,,,,,,,,,,,,,,
719712633,1,,,,,,,,,,,,,,,,,,
772629333,1,,,,,,,,,,,,,,,,,,
720336708,1,,,,,,,,,,,,,,,,,,
802013583,1,,,,,,,,,,,,,,,,,,
711887583,2,,,,,,,,,,,,,,,,,,
714778833,1,,,,,,,,,,,,,,,,,,
713843283,1,,,,,,,,,,,,,,,,,,
779155158,1,,,,,,,,,,,,,,,,,,
721091583,1,,,,,,,,,,,,,,,,,,
713572683,1,,,,,,,,,,,,,,,,,,
716657058,1,,,,,,,,,,,,,,,,,,
779509983,1,,,,,,,,,,,,,,,,,,
717929133,1,,,,,,,,,,,,,,,,,,
808284783,1,,,,,,,,,,,,,,,,,,
708476808,1,,,,,,,,,,,,,,,,,,
710916408,1,,,,,,,,,,,,,,,,,,
708492558,1,,,,,,,,,,,,,,,,,,
799825758,1,,,,,,,,,,,,,,,,,,
718619883,1,,,,,,,,,,,,,,,,,,
711844758,1,,,,,,,,,,,,,,,,,,
714798783,1,,,,,,,,,,,,,,,,,,
826762908,1,,,,,,,,,,,,,,,,,,
771894558,1,,,,,,,,,,,,,,,,,,
721074183,1,,,,,,,,,,,,,,,,,,
715259583,1,,,,,,,,,,,,,,,,,,
718414008,1,,,,,,,,,,,,,,,,,,
719666283,1,,,,,,,,,,,,,,,,,,
714877233,1,,,,,,,,,,,,,,,,,,
785387883,1,,,,,,,,,,,,,,,,,,
771075258,1,,,,,,,,,,,,,,,,,,
711318033,1,,,,,,,,,,,,,,,,,,
783554958,1,,,,,,,,,,,,,,,,,,
720201033,2,,,,,,,,,,,,,,,,,,
718039683,1,,,,,,,,,,,,,,,,,,
710806083,1,,,,,,,,,,,,,,,,,,
714752208,1,,,,,,,,,,,,,,,,,,
822063408,1,,,,,,,,,,,,,,,,,,
714490308,1,,,,,,,,,,,,,,,,,,
713356833,1,,,,,,,,,,,,,,,,,,
711402333,1,,,,,,,,,,,,,,,,,,
708296883,1,,,,,,,,,,,,,,,,,,
719154483,1,,,,,,,,,,,,,,,,,,
717721458,1,,,,,,,,,,,,,,,,,,
711112683,1,,,,,,,,,,,,,,,,,,
715674483,1,,,,,,,,,,,,,,,,,,
789322833,2,,,,,,,,,,,,,,,,,,
789968058,1,,,,,,,,,,,,,,,,,,
709919283,1,,,,,,,,,,,,,,,,,,
718744008,1,,,,,,,,,,,,,,,,,,
767712558,2,,,,,,,,,,,,,,,,,,
712950783,2,,,,,,,,,,,,,,,,,,
716104983,1,,,,,,,,,,,,,,,,,,
818839983,1,,,,,,,,,,,,,,,,,,
772288758,1,,,,,,,,,,,,,,,,,,
712350858,1,,,,,,,,,,,,,,,,,,
711009708,1,,,,,,,,,,,,,,,,,,
712720158,1,,,,,,,,,,,,,,,,,,
712215258,1,,,,,,,,,,,,,,,,,,
773827008,1,,,,,,,,,,,,,,,,,,
795232683,1,,,,,,,,,,,,,,,,,,
713786508,1,,,,,,,,,,,,,,,,,,
713539833,1,,,,,,,,,,,,,,,,,,
712454058,1,,,,,,,,,,,,,,,,,,
718759833,1,,,,,,,,,,,,,,,,,,
718803333,1,,,,,,,,,,,,,,,,,,
720253908,1,,,,,,,,,,,,,,,,,,
714133158,1,,,,,,,,,,,,,,,,,,
713187033,1,,,,,,,,,,,,,,,,,,
714791208,1,,,,,,,,,,,,,,,,,,
772426383,1,,,,,,,,,,,,,,,,,,
710975883,1,,,,,,,,,,,,,,,,,,
714264408,1,,,,,,,,,,,,,,,,,,
715827858,1,,,,,,,,,,,,,,,,,,
713741358,2,,,,,,,,,,,,,,,,,,
709531908,1,,,,,,,,,,,,,,,,,,
716493408,1,,,,,,,,,,,,,,,,,,
714141108,1,,,,,,,,,,,,,,,,,,
708953883,2,,,,,,,,,,,,,,,,,,
712608783,1,,,,,,,,,,,,,,,,,,
820353558,1,,,,,,,,,,,,,,,,,,
714964758,1,,,,,,,,,,,,,,,,,,
716264358,1,,,,,,,,,,,,,,,,,,
717296808,1,,,,,,,,,,,,,,,,,,
712977183,1,,,,,,,,,,,,,,,,,,
710829108,1,,,,,,,,,,,,,,,,,,
779562633,1,,,,,,,,,,,,,,,,,,
715315833,1,,,,,,,,,,,,,,,,,,
815500983,1,,,,,,,,,,,,,,,,,,
719360583,1,,,,,,,,,,,,,,,,,,
709701558,1,,,,,,,,,,,,,,,,,,
721148358,1,,,,,,,,,,,,,,,,,,
779862408,1,,,,,,,,,,,,,,,,,,
812627208,1,,,,,,,,,,,,,,,,,,
711033408,1,,,,,,,,,,,,,,,,,,
779956608,1,,,,,,,,,,,,,,,,,,
780376683,1,,,,,,,,,,,,,,,,,,
717912483,1,,,,,,,,,,,,,,,,,,
714454758,1,,,,,,,,,,,,,,,,,,
780466533,1,,,,,,,,,,,,,,,,,,
715735233,1,,,,,,,,,,,,,,,,,,
720476733,1,,,,,,,,,,,,,,,,,,
715872333,1,,,,,,,,,,,,,,,,,,
712375758,1,,,,,,,,,,,,,,,,,,
708868233,2,,,,,,,,,,,,,,,,,,
718030083,1,,,,,,,,,,,,,,,,,,
720707283,1,,,,,,,,,,,,,,,,,,
771698658,1,,,,,,,,,,,,,,,,,,
748326258,1,,,,,,,,,,,,,,,,,,
770817783,1,,,,,,,,,,,,,,,,,,
779353083,1,,,,,,,,,,,,,,,,,,
711441333,1,,,,,,,,,,,,,,,,,,
719808558,2,,,,,,,,,,,,,,,,,,
711551958,2,,,,,,,,,,,,,,,,,,
809164083,1,,,,,,,,,,,,,,,,,,
820596183,1,,,,,,,,,,,,,,,,,,
715999608,1,,,,,,,,,,,,,,,,,,
710565408,1,,,,,,,,,,,,,,,,,,
805543158,1,,,,,,,,,,,,,,,,,,
709752183,1,,,,,,,,,,,,,,,,,,
716479233,1,,,,,,,,,,,,,,,,,,
713837058,1,,,,,,,,,,,,,,,,,,
718876683,1,,,,,,,,,,,,,,,,,,
770746908,1,,,,,,,,,,,,,,,,,,
794843883,1,,,,,,,,,,,,,,,,,,
803043933,1,,,,,,,,,,,,,,,,,,
758076408,1,,,,,,,,,,,,,,,,,,
714606558,1,,,,,,,,,,,,,,,,,,
778425408,1,,,,,,,,,,,,,,,,,,
714171108,1,,,,,,,,,,,,,,,,,,
719662458,1,,,,,,,,,,,,,,,,,,
713137233,1,,,,,,,,,,,,,,,,,,
769425858,1,,,,,,,,,,,,,,,,,,
711297483,1,,,,,,,,,,,,,,,,,,
788900883,1,,,,,,,,,,,,,,,,,,
758348808,1,,,,,,,,,,,,,,,,,,
772336458,2,,,,,,,,,,,,,,,,,,
708711483,1,,,,,,,,,,,,,,,,,,
717906783,1,,,,,,,,,,,,,,,,,,
719437908,1,,,,,,,,,,,,,,,,,,
769433508,1,,,,,,,,,,,,,,,,,,
790096533,1,,,,,,,,,,,,,,,,,,
720997383,2,,,,,,,,,,,,,,,,,,
787541883,1,,,,,,,,,,,,,,,,,,
709930758,1,,,,,,,,,,,,,,,,,,
789830058,1,,,,,,,,,,,,,,,,,,
710299608,2,,,,,,,,,,,,,,,,,,
710741208,1,,,,,,,,,,,,,,,,,,
821797008,2,,,,,,,,,,,,,,,,,,
708874533,2,,,,,,,,,,,,,,,,,,
715341858,1,,,,,,,,,,,,,,,,,,
793636308,1,,,,,,,,,,,,,,,,,,
713779908,1,,,,,,,,,,,,,,,,,,
712125258,2,,,,,,,,,,,,,,,,,,
709703433,1,,,,,,,,,,,,,,,,,,
721022433,1,,,,,,,,,,,,,,,,,,
710103558,1,,,,,,,,,,,,,,,,,,
715952883,1,,,,,,,,,,,,,,,,,,
719731458,1,,,,,,,,,,,,,,,,,,
772390908,2,,,,,,,,,,,,,,,,,,
787348608,1,,,,,,,,,,,,,,,,,,
709485033,1,,,,,,,,,,,,,,,,,,
715432608,1,,,,,,,,,,,,,,,,,,
799471833,1,,,,,,,,,,,,,,,,,,
714187533,1,,,,,,,,,,,,,,,,,,
779656908,1,,,,,,,,,,,,,,,,,,
788950158,1,,,,,,,,,,,,,,,,,,
778867533,2,,,,,,,,,,,,,,,,,,
710620383,1,,,,,,,,,,,,,,,,,,
778661358,1,,,,,,,,,,,,,,,,,,
789483333,1,,,,,,,,,,,,,,,,,,
809855808,1,,,,,,,,,,,,,,,,,,
718464258,1,,,,,,,,,,,,,,,,,,
708528483,1,,,,,,,,,,,,,,,,,,
771809733,2,,,,,,,,,,,,,,,,,,
719942883,1,,,,,,,,,,,,,,,,,,
807226683,1,,,,,,,,,,,,,,,,,,
717806133,1,,,,,,,,,,,,,,,,,,
720615708,1,,,,,,,,,,,,,,,,,,
714511758,1,,,,,,,,,,,,,,,,,,
715050408,1,,,,,,,,,,,,,,,,,,
721132233,1,,,,,,,,,,,,,,,,,,
719211558,2,,,,,,,,,,,,,,,,,,
712069008,1,,,,,,,,,,,,,,,,,,
715996983,1,,,,,,,,,,,,,,,,,,
773466258,1,,,,,,,,,,,,,,,,,,
798983508,1,,,,,,,,,,,,,,,,,,
719117433,1,,,,,,,,,,,,,,,,,,
716451183,1,,,,,,,,,,,,,,,,,,
718621608,2,,,,,,,,,,,,,,,,,,
715085733,1,,,,,,,,,,,,,,,,,,
788977833,1,,,,,,,,,,,,,,,,,,
720272958,2,,,,,,,,,,,,,,,,,,
708421833,1,,,,,,,,,,,,,,,,,,
709173108,2,,,,,,,,,,,,,,,,,,
709879458,1,,,,,,,,,,,,,,,,,,
715120608,1,,,,,,,,,,,,,,,,,,
770632758,1,,,,,,,,,,,,,,,,,,
779078733,1,,,,,,,,,,,,,,,,,,
771742533,1,,,,,,,,,,,,,,,,,,
720250158,1,,,,,,,,,,,,,,,,,,
716458983,1,,,,,,,,,,,,,,,,,,
713747733,1,,,,,,,,,,,,,,,,,,
712270158,1,,,,,,,,,,,,,,,,,,
789562383,1,,,,,,,,,,,,,,,,,,
754897008,1,,,,,,,,,,,,,,,,,,
819700533,1,,,,,,,,,,,,,,,,,,
712890408,1,,,,,,,,,,,,,,,,,,
720248208,1,,,,,,,,,,,,,,,,,,
779749908,1,,,,,,,,,,,,,,,,,,
717401883,1,,,,,,,,,,,,,,,,,,
721509558,1,,,,,,,,,,,,,,,,,,
710572458,1,,,,,,,,,,,,,,,,,,
714576183,1,,,,,,,,,,,,,,,,,,
721425558,1,,,,,,,,,,,,,,,,,,
711109908,1,,,,,,,,,,,,,,,,,,
715203108,1,,,,,,,,,,,,,,,,,,
710027508,1,,,,,,,,,,,,,,,,,,
787464408,1,,,,,,,,,,,,,,,,,,
783542133,1,,,,,,,,,,,,,,,,,,
708330858,2,,,,,,,,,,,,,,,,,,
714426783,1,,,,,,,,,,,,,,,,,,
712701333,1,,,,,,,,,,,,,,,,,,
709494483,1,,,,,,,,,,,,,,,,,,
773373108,1,,,,,,,,,,,,,,,,,,
715812258,1,,,,,,,,,,,,,,,,,,
778286433,1,,,,,,,,,,,,,,,,,,
789270033,1,,,,,,,,,,,,,,,,,,
711569433,1,,,,,,,,,,,,,,,,,,
720214833,1,,,,,,,,,,,,,,,,,,
709346133,1,,,,,,,,,,,,,,,,,,
788194458,1,,,,,,,,,,,,,,,,,,
720779733,1,,,,,,,,,,,,,,,,,,
717424458,1,,,,,,,,,,,,,,,,,,
708820308,1,,,,,,,,,,,,,,,,,,
710558058,1,,,,,,,,,,,,,,,,,,
770590758,1,,,,,,,,,,,,,,,,,,
718490658,1,,,,,,,,,,,,,,,,,,
711985833,1,,,,,,,,,,,,,,,,,,
708967608,1,,,,,,,,,,,,,,,,,,
718505958,1,,,,,,,,,,,,,,,,,,
715024233,1,,,,,,,,,,,,,,,,,,
779249583,1,,,,,,,,,,,,,,,,,,
709278258,2,,,,,,,,,,,,,,,,,,
778928283,1,,,,,,,,,,,,,,,,,,
712299858,1,,,,,,,,,,,,,,,,,,
799224108,1,,,,,,,,,,,,,,,,,,
809976033,1,,,,,,,,,,,,,,,,,,
716203308,1,,,,,,,,,,,,,,,,,,
714871683,2,,,,,,,,,,,,,,,,,,
716139933,1,,,,,,,,,,,,,,,,,,
716984658,1,,,,,,,,,,,,,,,,,,
713086008,1,,,,,,,,,,,,,,,,,,
713773458,1,,,,,,,,,,,,,,,,,,
719242533,1,,,,,,,,,,,,,,,,,,
772712658,1,,,,,,,,,,,,,,,,,,
788868858,1,,,,,,,,,,,,,,,,,,
811898133,1,,,,,,,,,,,,,,,,,,
788808633,1,,,,,,,,,,,,,,,,,,
779804208,1,,,,,,,,,,,,,,,,,,
781391058,1,,,,,,,,,,,,,,,,,,
790134408,1,,,,,,,,,,,,,,,,,,
788853258,1,,,,,,,,,,,,,,,,,,
711857733,1,,,,,,,,,,,,,,,,,,
822969858,1,,,,,,,,,,,,,,,,,,
719554758,1,,,,,,,,,,,,,,,,,,
711643458,1,,,,,,,,,,,,,,,,,,
788830683,1,,,,,,,,,,,,,,,,,,
807030858,1,,,,,,,,,,,,,,,,,,
793059108,1,,,,,,,,,,,,,,,,,,
716568708,1,,,,,,,,,,,,,,,,,,
828281733,1,,,,,,,,,,,,,,,,,,
717229158,1,,,,,,,,,,,,,,,,,,
715915458,1,,,,,,,,,,,,,,,,,,
819129858,1,,,,,,,,,,,,,,,,,,
713441958,1,,,,,,,,,,,,,,,,,,
719091333,1,,,,,,,,,,,,,,,,,,
708666258,1,,,,,,,,,,,,,,,,,,
714914583,1,,,,,,,,,,,,,,,,,,
714363858,1,,,,,,,,,,,,,,,,,,
721347408,1,,,,,,,,,,,,,,,,,,
809608533,1,,,,,,,,,,,,,,,,,,
772047183,1,,,,,,,,,,,,,,,,,,
714217908,1,,,,,,,,,,,,,,,,,,
714819183,1,,,,,,,,,,,,,,,,,,
716455683,1,,,,,,,,,,,,,,,,,,
710865633,1,,,,,,,,,,,,,,,,,,
752952108,1,,,,,,,,,,,,,,,,,,
712595433,1,,,,,,,,,,,,,,,,,,
714982383,1,,,,,,,,,,,,,,,,,,
813814008,1,,,,,,,,,,,,,,,,,,
794545983,1,,,,,,,,,,,,,,,,,,
708288108,2,,,,,,,,,,,,,,,,,,
715585158,1,,,,,,,,,,,,,,,,,,
810449883,1,,,,,,,,,,,,,,,,,,
789863208,1,,,,,,,,,,,,,,,,,,
715022133,1,,,,,,,,,,,,,,,,,,
712506708,1,,,,,,,,,,,,,,,,,,
715699983,1,,,,,,,,,,,,,,,,,,
818942433,1,,,,,,,,,,,,,,,,,,
712459233,1,,,,,,,,,,,,,,,,,,
716545383,1,,,,,,,,,,,,,,,,,,
721144383,1,,,,,,,,,,,,,,,,,,
821837958,1,,,,,,,,,,,,,,,,,,
804359133,1,,,,,,,,,,,,,,,,,,
713308683,1,,,,,,,,,,,,,,,,,,
788780958,1,,,,,,,,,,,,,,,,,,
717354558,2,,,,,,,,,,,,,,,,,,
798473808,1,,,,,,,,,,,,,,,,,,
712372158,1,,,,,,,,,,,,,,,,,,
715192308,1,,,,,,,,,,,,,,,,,,
708813033,1,,,,,,,,,,,,,,,,,,
714639783,2,,,,,,,,,,,,,,,,,,
709311633,1,,,,,,,,,,,,,,,,,,
709470858,1,,,,,,,,,,,,,,,,,,
717292758,1,,,,,,,,,,,,,,,,,,
779241783,1,,,,,,,,,,,,,,,,,,
715205358,1,,,,,,,,,,,,,,,,,,
778871508,1,,,,,,,,,,,,,,,,,,
779462433,1,,,,,,,,,,,,,,,,,,
710147958,1,,,,,,,,,,,,,,,,,,
709864833,1,,,,,,,,,,,,,,,,,,
778868958,2,,,,,,,,,,,,,,,,,,
717276708,1,,,,,,,,,,,,,,,,,,
710004933,1,,,,,,,,,,,,,,,,,,
753606108,1,,,,,,,,,,,,,,,,,,
710940183,2,,,,,,,,,,,,,,,,,,
718927533,1,,,,,,,,,,,,,,,,,,
719337408,1,,,,,,,,,,,,,,,,,,
772308408,1,,,,,,,,,,,,,,,,,,
712981383,1,,,,,,,,,,,,,,,,,,
790099758,1,,,,,,,,,,,,,,,,,,
709547658,2,,,,,,,,,,,,,,,,,,
778770783,1,,,,,,,,,,,,,,,,,,
713134458,1,,,,,,,,,,,,,,,,,,
712159083,2,,,,,,,,,,,,,,,,,,
713639958,1,,,,,,,,,,,,,,,,,,
771180033,1,,,,,,,,,,,,,,,,,,
717916758,1,,,,,,,,,,,,,,,,,,
711089733,1,,,,,,,,,,,,,,,,,,
716988633,1,,,,,,,,,,,,,,,,,,
779031033,1,,,,,,,,,,,,,,,,,,
716302383,1,,,,,,,,,,,,,,,,,,
718281408,1,,,,,,,,,,,,,,,,,,
721333233,1,,,,,,,,,,,,,,,,,,
794496033,1,,,,,,,,,,,,,,,,,,
710519433,1,,,,,,,,,,,,,,,,,,
814995933,1,,,,,,,,,,,,,,,,,,
721469433,1,,,,,,,,,,,,,,,,,,
788386908,1,,,,,,,,,,,,,,,,,,
717198633,1,,,,,,,,,,,,,,,,,,
767695083,1,,,,,,,,,,,,,,,,,,
711791583,2,,,,,,,,,,,,,,,,,,
712315683,2,,,,,,,,,,,,,,,,,,
710038008,1,,,,,,,,,,,,,,,,,,
789129033,1,,,,,,,,,,,,,,,,,,
718349058,1,,,,,,,,,,,,,,,,,,
789842283,2,,,,,,,,,,,,,,,,,,
714513033,1,,,,,,,,,,,,,,,,,,
714717483,1,,,,,,,,,,,,,,,,,,
714900408,1,,,,,,,,,,,,,,,,,,
719418933,2,,,,,,,,,,,,,,,,,,
720115683,1,,,,,,,,,,,,,,,,,,
779504058,1,,,,,,,,,,,,,,,,,,
795979833,1,,,,,,,,,,,,,,,,,,
717392358,1,,,,,,,,,,,,,,,,,,
718640508,1,,,,,,,,,,,,,,,,,,
803366358,1,,,,,,,,,,,,,,,,,,
709230708,1,,,,,,,,,,,,,,,,,,
781794708,2,,,,,,,,,,,,,,,,,,
801383808,1,,,,,,,,,,,,,,,,,,
710677608,1,,,,,,,,,,,,,,,,,,
708217758,1,,,,,,,,,,,,,,,,,,
714272658,2,,,,,,,,,,,,,,,,,,
717469158,1,,,,,,,,,,,,,,,,,,
711864783,1,,,,,,,,,,,,,,,,,,
719407983,1,,,,,,,,,,,,,,,,,,
710665533,1,,,,,,,,,,,,,,,,,,
716804283,1,,,,,,,,,,,,,,,,,,
767294658,2,,,,,,,,,,,,,,,,,,
709122483,1,,,,,,,,,,,,,,,,,,
708241233,2,,,,,,,,,,,,,,,,,,
717860358,1,,,,,,,,,,,,,,,,,,
789337233,1,,,,,,,,,,,,,,,,,,
720902133,1,,,,,,,,,,,,,,,,,,
721043058,1,,,,,,,,,,,,,,,,,,
711870333,1,,,,,,,,,,,,,,,,,,
708398283,1,,,,,,,,,,,,,,,,,,
715878183,1,,,,,,,,,,,,,,,,,,
719451483,1,,,,,,,,,,,,,,,,,,
709110633,1,,,,,,,,,,,,,,,,,,
721059033,1,,,,,,,,,,,,,,,,,,
779912283,1,,,,,,,,,,,,,,,,,,
717701733,1,,,,,,,,,,,,,,,,,,
709913733,1,,,,,,,,,,,,,,,,,,
718768158,1,,,,,,,,,,,,,,,,,,
721375308,1,,,,,,,,,,,,,,,,,,
711374283,1,,,,,,,,,,,,,,,,,,
822893133,1,,,,,,,,,,,,,,,,,,
778465533,1,,,,,,,,,,,,,,,,,,
712138983,1,,,,,,,,,,,,,,,,,,
716920908,1,,,,,,,,,,,,,,,,,,
708095133,1,,,,,,,,,,,,,,,,,,
711195558,1,,,,,,,,,,,,,,,,,,
772735758,1,,,,,,,,,,,,,,,,,,
712024908,1,,,,,,,,,,,,,,,,,,
778239933,1,,,,,,,,,,,,,,,,,,
714893733,1,,,,,,,,,,,,,,,,,,
754886958,1,,,,,,,,,,,,,,,,,,
710104908,1,,,,,,,,,,,,,,,,,,
710558883,1,,,,,,,,,,,,,,,,,,
713827383,1,,,,,,,,,,,,,,,,,,
720267033,1,,,,,,,,,,,,,,,,,,
712049208,1,,,,,,,,,,,,,,,,,,
708688608,1,,,,,,,,,,,,,,,,,,
716223708,2,,,,,,,,,,,,,,,,,,
713217858,1,,,,,,,,,,,,,,,,,,
819352983,1,,,,,,,,,,,,,,,,,,
711019308,1,,,,,,,,,,,,,,,,,,
768600558,1,,,,,,,,,,,,,,,,,,
710202783,1,,,,,,,,,,,,,,,,,,
712899333,1,,,,,,,,,,,,,,,,,,
767036433,1,,,,,,,,,,,,,,,,,,
793473033,1,,,,,,,,,,,,,,,,,,
721232058,1,,,,,,,,,,,,,,,,,,
719443683,2,,,,,,,,,,,,,,,,,,
715449333,1,,,,,,,,,,,,,,,,,,
717998058,1,,,,,,,,,,,,,,,,,,
779610033,2,,,,,,,,,,,,,,,,,,
827332983,1,,,,,,,,,,,,,,,,,,
721183983,1,,,,,,,,,,,,,,,,,,
718426533,1,,,,,,,,,,,,,,,,,,
710698233,1,,,,,,,,,,,,,,,,,,
780253533,1,,,,,,,,,,,,,,,,,,
793581933,1,,,,,,,,,,,,,,,,,,
719229708,1,,,,,,,,,,,,,,,,,,
715158483,1,,,,,,,,,,,,,,,,,,
809296308,1,,,,,,,,,,,,,,,,,,
778176108,1,,,,,,,,,,,,,,,,,,
796532958,1,,,,,,,,,,,,,,,,,,
709345008,2,,,,,,,,,,,,,,,,,,
717049533,1,,,,,,,,,,,,,,,,,,
719366358,1,,,,,,,,,,,,,,,,,,
721417233,2,,,,,,,,,,,,,,,,,,
711622683,1,,,,,,,,,,,,,,,,,,
714578283,1,,,,,,,,,,,,,,,,,,
769574883,1,,,,,,,,,,,,,,,,,,
717643608,1,,,,,,,,,,,,,,,,,,
709198158,1,,,,,,,,,,,,,,,,,,
712419708,1,,,,,,,,,,,,,,,,,,
709103358,1,,,,,,,,,,,,,,,,,,
716966808,1,,,,,,,,,,,,,,,,,,
772264383,1,,,,,,,,,,,,,,,,,,
721057758,1,,,,,,,,,,,,,,,,,,
769137108,2,,,,,,,,,,,,,,,,,,
717640083,2,,,,,,,,,,,,,,,,,,
716445783,1,,,,,,,,,,,,,,,,,,
708579633,1,,,,,,,,,,,,,,,,,,
718715583,1,,,,,,,,,,,,,,,,,,
778686408,1,,,,,,,,,,,,,,,,,,
715015683,1,,,,,,,,,,,,,,,,,,
805254708,1,,,,,,,,,,,,,,,,,,
710462433,1,,,,,,,,,,,,,,,,,,
721342383,1,,,,,,,,,,,,,,,,,,
720179883,1,,,,,,,,,,,,,,,,,,
794977533,2,,,,,,,,,,,,,,,,,,
779445108,1,,,,,,,,,,,,,,,,,,
718193958,1,,,,,,,,,,,,,,,,,,
710955633,1,,,,,,,,,,,,,,,,,,
716149383,1,,,,,,,,,,,,,,,,,,
752604633,2,,,,,,,,,,,,,,,,,,
713889933,1,,,,,,,,,,,,,,,,,,
709446783,1,,,,,,,,,,,,,,,,,,
789115833,1,,,,,,,,,,,,,,,,,,
711242058,2,,,,,,,,,,,,,,,,,,
787623858,1,,,,,,,,,,,,,,,,,,
709040508,1,,,,,,,,,,,,,,,,,,
708864708,1,,,,,,,,,,,,,,,,,,
717758583,1,,,,,,,,,,,,,,,,,,
715416633,1,,,,,,,,,,,,,,,,,,
